start_date_yyyymmdd,start_station_name,start_station_id,end_date_yyyymmdd,end_station_name,end_station_id,duration
2014-07-13,Steuart at Market,74,2014-07-13,Clay at Battery,41,216
2014-07-13,Steuart at Market,74,2014-07-13,Clay at Battery,41,263
2014-07-13,Castro Street and El Camino Real,32,2014-07-13,Mountain View Caltrain Station,28,1384
2014-07-13,Powell at Post (Union Square),71,2014-07-13,Market at Sansome,77,553
2014-07-13,Powell at Post (Union Square),71,2014-07-13,Market at Sansome,77,563
2014-07-13,San Francisco Caltrain (Townsend at 4th),70,2014-07-13,San Francisco Caltrain (Townsend at 4th),70,124
2014-07-13,2nd at South Park,64,2014-07-13,5th at Howard,57,466
2014-07-13,Santa Clara at Almaden,4,2014-07-13,Paseo de San Antonio,7,4751
2014-07-13,Civic Center BART (7th at Market),72,2014-07-13,Golden Gate at Polk,59,222
2014-07-13,San Francisco City Hall,58,2014-07-13,Harry Bridges Plaza (Ferry Building),50,1511
2014-07-13,Embarcadero at Sansome,60,2014-07-13,Beale at Market,56,841
2014-07-13,Embarcadero at Sansome,60,2014-07-13,Beale at Market,56,825
2014-07-13,San Francisco City Hall,58,2014-07-13,Harry Bridges Plaza (Ferry Building),50,1660
2014-07-13,San Pedro Square,6,2014-07-13,St James Park,13,375
2014-07-13,Embarcadero at Sansome,60,2014-07-13,Clay at Battery,41,1231
2014-07-13,Civic Center BART (7th at Market),72,2014-07-13,Washington at Kearny,46,735
2014-07-13,Harry Bridges Plaza (Ferry Building),50,2014-07-13,Embarcadero at Sansome,60,576
2014-07-13,Harry Bridges Plaza (Ferry Building),50,2014-07-13,Clay at Battery,41,1951
2014-07-13,Harry Bridges Plaza (Ferry Building),50,2014-07-13,Commercial at Montgomery,45,1241
2014-07-13,Grant Avenue at Columbus Avenue,73,2014-07-13,Commercial at Montgomery,45,502
2014-07-13,2nd at South Park,64,2014-07-13,5th at Howard,57,662
2014-07-13,2nd at South Park,64,2014-07-13,5th at Howard,57,690
2014-07-13,Santa Clara at Almaden,4,2014-07-13,San Jose Civic Center,3,1308
2014-07-13,2nd at South Park,64,2014-07-13,5th at Howard,57,738
2014-07-13,2nd at South Park,64,2014-07-13,5th at Howard,57,745
2014-07-13,2nd at South Park,64,2014-07-13,5th at Howard,57,774
2014-07-13,Paseo de San Antonio,7,2014-07-13,San Pedro Square,6,540
2014-07-13,2nd at Folsom,62,2014-07-13,Market at 4th,76,381
2014-07-13,Townsend at 7th,65,2014-07-13,San Francisco Caltrain 2 (330 Townsend),69,190
2014-07-13,2nd at Folsom,62,2014-07-13,Market at 4th,76,423
2014-07-13,Steuart at Market,74,2014-07-13,San Francisco Caltrain (Townsend at 4th),70,868
2014-07-13,Yerba Buena Center of the Arts (3rd @ Howard),68,2014-07-13,Embarcadero at Sansome,60,1091
2014-07-13,Arena Green / SAP Center,14,2014-07-13,San Jose Civic Center,3,2009
2014-07-13,Mechanics Plaza (Market at Battery),75,2014-07-13,Spear at Folsom,49,579
2014-07-13,Harry Bridges Plaza (Ferry Building),50,2014-07-13,Embarcadero at Bryant,54,439
2014-07-13,Market at Sansome,77,2014-07-13,Grant Avenue at Columbus Avenue,73,506
2014-07-13,Embarcadero at Sansome,60,2014-07-13,San Francisco Caltrain (Townsend at 4th),70,1412
2014-07-13,Embarcadero at Sansome,60,2014-07-13,San Francisco Caltrain (Townsend at 4th),70,1427
2014-07-13,San Francisco City Hall,58,2014-07-13,Harry Bridges Plaza (Ferry Building),50,1633
2014-07-13,San Francisco City Hall,58,2014-07-13,Harry Bridges Plaza (Ferry Building),50,1659
2014-07-13,Commercial at Montgomery,45,2014-07-13,Market at Sansome,77,242
2014-07-13,Market at 10th,67,2014-07-13,San Francisco Caltrain (Townsend at 4th),70,728
2014-07-13,Embarcadero at Sansome,60,2014-07-13,Mechanics Plaza (Market at Battery),75,878
2014-07-13,Embarcadero at Sansome,60,2014-07-13,Golden Gate at Polk,59,872
2014-07-13,Embarcadero at Vallejo,48,2014-07-13,Grant Avenue at Columbus Avenue,73,1856
2014-07-13,Ryland Park,84,2014-07-13,Ryland Park,84,3165
2014-07-13,2nd at Folsom,62,2014-07-13,Embarcadero at Vallejo,48,4789
2014-07-13,2nd at Folsom,62,2014-07-13,Embarcadero at Vallejo,48,4916
2014-07-13,5th at Howard,57,2014-07-13,Powell at Post (Union Square),71,468
2014-07-13,Embarcadero at Vallejo,48,2014-07-13,Market at 4th,76,1041
2014-07-13,Redwood City Caltrain Station,22,2014-07-13,Cowper at University,37,3482
2014-07-13,Beale at Market,56,2014-07-13,Harry Bridges Plaza (Ferry Building),50,223
2014-07-13,San Francisco Caltrain 2 (330 Townsend),69,2014-07-13,Harry Bridges Plaza (Ferry Building),50,1042
2014-07-13,Santa Clara at Almaden,4,2014-07-13,Santa Clara at Almaden,4,1538
2014-07-13,Embarcadero at Vallejo,48,2014-07-13,Market at 4th,76,1527
2014-07-13,Davis at Jackson,42,2014-07-13,Embarcadero at Vallejo,48,564
2014-07-13,San Francisco Caltrain 2 (330 Townsend),69,2014-07-13,Powell Street BART,39,499
2014-07-13,Broadway St at Battery St,82,2014-07-13,Embarcadero at Vallejo,48,1245
2014-07-13,2nd at Townsend,61,2014-07-13,San Francisco Caltrain 2 (330 Townsend),69,207
2014-07-13,Market at 4th,76,2014-07-13,Powell at Post (Union Square),71,309
2014-07-13,Market at 4th,76,2014-07-13,Powell at Post (Union Square),71,339
2014-07-13,2nd at South Park,64,2014-07-13,South Van Ness at Market,66,1291
2014-07-13,5th at Howard,57,2014-07-13,Civic Center BART (7th at Market),72,386
2014-07-13,2nd at South Park,64,2014-07-13,South Van Ness at Market,66,1436
2014-07-13,2nd at Townsend,61,2014-07-13,San Francisco Caltrain 2 (330 Townsend),69,231
2014-07-13,Embarcadero at Sansome,60,2014-07-13,Market at 4th,76,1431
2014-07-13,2nd at South Park,64,2014-07-13,South Van Ness at Market,66,1639
2014-07-13,Civic Center BART (7th at Market),72,2014-07-13,Market at Sansome,77,439
2014-07-13,Embarcadero at Vallejo,48,2014-07-13,Embarcadero at Vallejo,48,1251
2014-07-13,Powell Street BART,39,2014-07-13,Beale at Market,56,473
2014-07-13,Embarcadero at Sansome,60,2014-07-13,Market at 4th,76,1649
2014-07-13,South Van Ness at Market,66,2014-07-13,San Francisco Caltrain 2 (330 Townsend),69,1146
2014-07-13,Market at 4th,76,2014-07-13,Civic Center BART (7th at Market),72,345
2014-07-13,Embarcadero at Sansome,60,2014-07-13,Steuart at Market,74,547
2014-07-13,Davis at Jackson,42,2014-07-13,Temporary Transbay Terminal (Howard at Beale),55,315
2014-07-13,Market at 4th,76,2014-07-13,Market at 4th,76,1213
2014-07-13,Market at 4th,76,2014-07-13,Market at 4th,76,1218
2014-07-13,San Francisco Caltrain (Townsend at 4th),70,2014-07-13,Embarcadero at Sansome,60,998
2014-07-13,San Francisco Caltrain (Townsend at 4th),70,2014-07-13,Embarcadero at Sansome,60,1140
2014-07-13,Embarcadero at Sansome,60,2014-07-13,5th at Howard,57,1118
2014-07-13,Washington at Kearny,46,2014-07-13,Embarcadero at Sansome,60,1689
2014-07-13,Spear at Folsom,49,2014-07-13,Embarcadero at Sansome,60,704
2014-07-13,Powell at Post (Union Square),71,2014-07-13,Powell at Post (Union Square),71,11907
2014-07-13,Washington at Kearny,46,2014-07-13,Embarcadero at Sansome,60,1550
2014-07-13,Washington at Kearny,46,2014-07-13,Embarcadero at Vallejo,48,2185
2014-07-13,San Francisco Caltrain (Townsend at 4th),70,2014-07-13,Powell Street BART,39,526
2014-07-13,Harry Bridges Plaza (Ferry Building),50,2014-07-13,Market at 4th,76,2290
2014-07-13,Harry Bridges Plaza (Ferry Building),50,2014-07-13,Market at 4th,76,2310
2014-07-13,Harry Bridges Plaza (Ferry Building),50,2014-07-13,Embarcadero at Vallejo,48,949
2014-07-13,Washington at Kearny,46,2014-07-13,Washington at Kearny,46,9227
2014-07-13,Washington at Kearny,46,2014-07-13,Washington at Kearny,46,9240
2014-07-13,Powell Street BART,39,2014-07-13,Market at 10th,67,292
2014-07-13,Powell at Post (Union Square),71,2014-07-13,Embarcadero at Sansome,60,540
2014-07-13,2nd at Townsend,61,2014-07-13,San Francisco Caltrain 2 (330 Townsend),69,204
2014-07-13,Adobe on Almaden,5,2014-07-13,Santa Clara at Almaden,4,267
2014-07-13,Market at 10th,67,2014-07-13,Market at 4th,76,349
2014-07-13,Market at 10th,67,2014-07-13,Market at 4th,76,350
2014-07-13,2nd at Townsend,61,2014-07-13,Civic Center BART (7th at Market),72,1001
2014-07-13,Embarcadero at Sansome,60,2014-07-13,Beale at Market,56,1124
2014-07-13,Market at 10th,67,2014-07-13,Market at 4th,76,473
2014-07-13,San Francisco Caltrain (Townsend at 4th),70,2014-07-13,Civic Center BART (7th at Market),72,631
2014-07-13,Beale at Market,56,2014-07-13,Temporary Transbay Terminal (Howard at Beale),55,109
2014-07-13,Embarcadero at Sansome,60,2014-07-13,Powell at Post (Union Square),71,1512
2014-07-13,Embarcadero at Sansome,60,2014-07-13,Powell at Post (Union Square),71,1636
2014-07-13,2nd at Townsend,61,2014-07-13,Market at Sansome,77,441
2014-07-13,Market at 4th,76,2014-07-13,Steuart at Market,74,688
2014-07-13,Embarcadero at Sansome,60,2014-07-13,Embarcadero at Sansome,60,1700
2014-07-13,Powell at Post (Union Square),71,2014-07-13,Powell Street BART,39,880
2014-07-13,Powell at Post (Union Square),71,2014-07-13,Powell Street BART,39,883
2014-07-13,2nd at Folsom,62,2014-07-13,Market at Sansome,77,2800
2014-07-13,Clay at Battery,41,2014-07-13,Washington at Kearny,46,1005
2014-07-13,Howard at 2nd,63,2014-07-13,Townsend at 7th,65,833
2014-07-13,San Francisco Caltrain (Townsend at 4th),70,2014-07-13,2nd at South Park,64,703
2014-07-13,5th at Howard,57,2014-07-13,San Francisco Caltrain (Townsend at 4th),70,390
2014-07-13,Harry Bridges Plaza (Ferry Building),50,2014-07-13,Howard at 2nd,63,451
2014-07-13,Harry Bridges Plaza (Ferry Building),50,2014-07-13,Howard at 2nd,63,479
2014-07-13,Embarcadero at Sansome,60,2014-07-13,Embarcadero at Sansome,60,6378
2014-07-13,Embarcadero at Sansome,60,2014-07-13,Embarcadero at Sansome,60,6464
2014-07-13,SJSU 4th at San Carlos,12,2014-07-13,SJSU - San Salvador at 9th,16,166
2014-07-13,Embarcadero at Vallejo,48,2014-07-13,Embarcadero at Sansome,60,684
2014-07-13,Market at 10th,67,2014-07-13,Powell Street BART,39,362
2014-07-13,Grant Avenue at Columbus Avenue,73,2014-07-13,Washington at Kearny,46,155
2014-07-13,Steuart at Market,74,2014-07-13,Embarcadero at Sansome,60,2647
2014-07-13,San Francisco Caltrain (Townsend at 4th),70,2014-07-13,Powell Street BART,39,406
2014-07-13,San Salvador at 1st,8,2014-07-13,San Salvador at 1st,8,1030
2014-07-13,Civic Center BART (7th at Market),72,2014-07-13,Market at 10th,67,288
2014-07-13,Japantown,9,2014-07-13,Ryland Park,84,7421
2014-07-13,Japantown,9,2014-07-14,Ryland Park,84,99421
2014-07-13,Temporary Transbay Terminal (Howard at Beale),55,2014-07-13,Howard at 2nd,63,215
2014-07-13,Temporary Transbay Terminal (Howard at Beale),55,2014-07-13,Howard at 2nd,63,211
2014-07-13,Broadway St at Battery St,82,2014-07-13,Spear at Folsom,49,753
2014-07-13,Civic Center BART (7th at Market),72,2014-07-13,Powell Street BART,39,427
2014-07-13,Embarcadero at Folsom,51,2014-07-13,Market at Sansome,77,6268
2014-07-13,Embarcadero at Vallejo,48,2014-07-13,Embarcadero at Sansome,60,4355
2014-07-13,Embarcadero at Folsom,51,2014-07-13,Market at Sansome,77,6304
2014-07-13,Embarcadero at Vallejo,48,2014-07-13,Embarcadero at Sansome,60,4459
2014-07-13,Beale at Market,56,2014-07-13,Market at Sansome,77,3139
2014-07-13,Beale at Market,56,2014-07-13,Market at Sansome,77,3186
2014-07-13,Japantown,9,2014-07-13,San Salvador at 1st,8,589
2014-07-13,Santa Clara at Almaden,4,2014-07-13,San Jose Diridon Caltrain Station,2,1280
2014-07-13,Santa Clara at Almaden,4,2014-07-13,San Jose Diridon Caltrain Station,2,1296
2014-07-13,Palo Alto Caltrain Station,34,2014-07-13,California Ave Caltrain Station,36,725
2014-07-13,Palo Alto Caltrain Station,34,2014-07-13,California Ave Caltrain Station,36,730
2014-07-13,Market at 4th,76,2014-07-13,Harry Bridges Plaza (Ferry Building),50,555
2014-07-13,Broadway St at Battery St,82,2014-07-13,Harry Bridges Plaza (Ferry Building),50,551
2014-07-13,Broadway St at Battery St,82,2014-07-13,Harry Bridges Plaza (Ferry Building),50,571
2014-07-13,5th at Howard,57,2014-07-13,South Van Ness at Market,66,764
2014-07-13,5th at Howard,57,2014-07-13,South Van Ness at Market,66,753
2014-07-13,Harry Bridges Plaza (Ferry Building),50,2014-07-13,Embarcadero at Vallejo,48,662
2014-07-13,Steuart at Market,74,2014-07-13,2nd at South Park,64,891
2014-07-13,Steuart at Market,74,2014-07-13,2nd at South Park,64,946
2014-07-13,Post at Kearny,47,2014-07-13,Embarcadero at Sansome,60,426
2014-07-13,2nd at Townsend,61,2014-07-13,San Francisco Caltrain 2 (330 Townsend),69,252
2014-07-13,Harry Bridges Plaza (Ferry Building),50,2014-07-13,Embarcadero at Vallejo,48,754
2014-07-13,Embarcadero at Vallejo,48,2014-07-13,Embarcadero at Sansome,60,2848
2014-07-13,Steuart at Market,74,2014-07-13,South Van Ness at Market,66,8017
2014-07-13,Paseo de San Antonio,7,2014-07-13,Santa Clara at Almaden,4,267
2014-07-13,Embarcadero at Vallejo,48,2014-07-13,Embarcadero at Sansome,60,2897
2014-07-13,Mechanics Plaza (Market at Battery),75,2014-07-13,Mechanics Plaza (Market at Battery),75,1076
2014-07-13,Mechanics Plaza (Market at Battery),75,2014-07-13,Mechanics Plaza (Market at Battery),75,1174
2014-07-13,Steuart at Market,74,2014-07-13,2nd at South Park,64,1293
2014-07-13,Steuart at Market,74,2014-07-13,2nd at South Park,64,1261
2014-07-13,2nd at Townsend,61,2014-07-13,Grant Avenue at Columbus Avenue,73,2696
2014-07-13,2nd at Townsend,61,2014-07-13,Grant Avenue at Columbus Avenue,73,2731
2014-07-13,2nd at Townsend,61,2014-07-13,Grant Avenue at Columbus Avenue,73,2805
2014-07-13,2nd at Townsend,61,2014-07-13,Grant Avenue at Columbus Avenue,73,2837
2014-07-13,Embarcadero at Bryant,54,2014-07-13,Powell Street BART,39,1224
2014-07-13,Powell at Post (Union Square),71,2014-07-13,Civic Center BART (7th at Market),72,468
2014-07-13,Embarcadero at Vallejo,48,2014-07-13,Embarcadero at Sansome,60,458
2014-07-13,Embarcadero at Vallejo,48,2014-07-13,Embarcadero at Sansome,60,488
2014-07-13,2nd at Townsend,61,2014-07-13,San Francisco Caltrain 2 (330 Townsend),69,167
2014-07-13,Steuart at Market,74,2014-07-13,Mechanics Plaza (Market at Battery),75,919
2014-07-13,Steuart at Market,74,2014-07-13,Powell at Post (Union Square),71,942
2014-07-13,Steuart at Market,74,2014-07-13,Mechanics Plaza (Market at Battery),75,962
2014-07-13,California Ave Caltrain Station,36,2014-07-13,Palo Alto Caltrain Station,34,1561
2014-07-13,Steuart at Market,74,2014-07-13,Powell at Post (Union Square),71,729
2014-07-13,California Ave Caltrain Station,36,2014-07-13,Palo Alto Caltrain Station,34,1574
2014-07-13,St James Park,13,2014-07-13,Paseo de San Antonio,7,237
2014-07-13,Howard at 2nd,63,2014-07-13,Howard at 2nd,63,5873
2014-07-13,Powell at Post (Union Square),71,2014-07-13,Embarcadero at Vallejo,48,1251
2014-07-13,Howard at 2nd,63,2014-07-13,Howard at 2nd,63,5901
2014-07-13,Powell at Post (Union Square),71,2014-07-13,Embarcadero at Vallejo,48,981
2014-07-13,San Francisco Caltrain 2 (330 Townsend),69,2014-07-13,San Francisco Caltrain 2 (330 Townsend),69,7265
2014-07-13,Embarcadero at Sansome,60,2014-07-13,Market at Sansome,77,846
2014-07-13,Embarcadero at Sansome,60,2014-07-13,Market at Sansome,77,849
2014-07-13,SJSU - San Salvador at 9th,16,2014-07-13,SJSU 4th at San Carlos,12,150
2014-07-13,Spear at Folsom,49,2014-07-13,Commercial at Montgomery,45,570
2014-07-13,Ryland Park,84,2014-07-13,Japantown,9,438
2014-07-13,Ryland Park,84,2014-07-13,Japantown,9,610
2014-07-13,2nd at Townsend,61,2014-07-13,Embarcadero at Vallejo,48,1196
2014-07-13,2nd at Townsend,61,2014-07-13,Embarcadero at Vallejo,48,1244
2014-07-13,2nd at South Park,64,2014-07-13,Embarcadero at Bryant,54,181
2014-07-13,South Van Ness at Market,66,2014-07-13,Harry Bridges Plaza (Ferry Building),50,4042
2014-07-13,South Van Ness at Market,66,2014-07-13,Harry Bridges Plaza (Ferry Building),50,4030
2014-07-13,California Ave Caltrain Station,36,2014-07-13,University and Emerson,35,749
2014-07-13,California Ave Caltrain Station,36,2014-07-13,University and Emerson,35,784
2014-07-13,South Van Ness at Market,66,2014-07-13,South Van Ness at Market,66,152
2014-07-13,Paseo de San Antonio,7,2014-07-13,San Salvador at 1st,8,257
2014-07-13,San Francisco Caltrain 2 (330 Townsend),69,2014-07-13,San Francisco Caltrain 2 (330 Townsend),69,13534
2014-07-13,Powell at Post (Union Square),71,2014-07-13,Steuart at Market,74,800
2014-07-13,5th at Howard,57,2014-07-13,2nd at Folsom,62,355
2014-07-13,Powell at Post (Union Square),71,2014-07-13,Steuart at Market,74,874
2014-07-13,Powell at Post (Union Square),71,2014-07-13,Steuart at Market,74,824
2014-07-13,Powell at Post (Union Square),71,2014-07-13,Steuart at Market,74,898
2014-07-13,Powell at Post (Union Square),71,2014-07-13,Steuart at Market,74,845
2014-07-13,Harry Bridges Plaza (Ferry Building),50,2014-07-13,Embarcadero at Sansome,60,413
2014-07-13,Howard at 2nd,63,2014-07-13,Mechanics Plaza (Market at Battery),75,263
2014-07-13,Embarcadero at Sansome,60,2014-07-13,Embarcadero at Folsom,51,355
2014-07-13,Steuart at Market,74,2014-07-13,Embarcadero at Sansome,60,1770
2014-07-13,Steuart at Market,74,2014-07-13,Embarcadero at Sansome,60,1761
2014-07-13,Clay at Battery,41,2014-07-13,Grant Avenue at Columbus Avenue,73,2261
2014-07-13,Clay at Battery,41,2014-07-13,Temporary Transbay Terminal (Howard at Beale),55,4519
2014-07-13,2nd at Townsend,61,2014-07-13,Powell at Post (Union Square),71,3504
2014-07-13,Clay at Battery,41,2014-07-13,Grant Avenue at Columbus Avenue,73,2403
2014-07-13,Clay at Battery,41,2014-07-13,5th at Howard,57,28776
2014-07-13,San Francisco Caltrain (Townsend at 4th),70,2014-07-13,San Francisco Caltrain (Townsend at 4th),70,7666
2014-07-13,St James Park,13,2014-07-13,Japantown,9,291
2014-07-13,Embarcadero at Sansome,60,2014-07-13,Market at 4th,76,859
2014-07-13,Rengstorff Avenue / California Street,33,2014-07-13,California Ave Caltrain Station,36,1269
2014-07-13,Rengstorff Avenue / California Street,33,2014-07-13,California Ave Caltrain Station,36,1281
2014-07-13,Embarcadero at Sansome,60,2014-07-13,Embarcadero at Bryant,54,2022
2014-07-13,San Salvador at 1st,8,2014-07-13,Paseo de San Antonio,7,265
2014-07-13,Clay at Battery,41,2014-07-13,Embarcadero at Sansome,60,8956
2014-07-13,South Van Ness at Market,66,2014-07-13,Civic Center BART (7th at Market),72,347
2014-07-13,Clay at Battery,41,2014-07-13,Embarcadero at Sansome,60,8978
2014-07-13,Market at 4th,76,2014-07-13,Civic Center BART (7th at Market),72,485
2014-07-13,Paseo de San Antonio,7,2014-07-13,St James Park,13,820
2014-07-13,Powell at Post (Union Square),71,2014-07-13,Steuart at Market,74,1276
2014-07-13,Powell at Post (Union Square),71,2014-07-13,Steuart at Market,74,1287
2014-07-13,Market at 4th,76,2014-07-13,Howard at 2nd,63,330
2014-07-13,San Francisco City Hall,58,2014-07-13,San Francisco City Hall,58,790
2014-07-13,Market at 4th,76,2014-07-13,Civic Center BART (7th at Market),72,951
2014-07-13,St James Park,13,2014-07-13,Paseo de San Antonio,7,238
2014-07-13,Market at 4th,76,2014-07-13,Civic Center BART (7th at Market),72,443
2014-07-13,Harry Bridges Plaza (Ferry Building),50,2014-07-13,Embarcadero at Sansome,60,1344
2014-07-13,Yerba Buena Center of the Arts (3rd @ Howard),68,2014-07-13,Post at Kearny,47,1154
2014-07-13,Mechanics Plaza (Market at Battery),75,2014-07-13,Market at 4th,76,260
2014-07-13,Harry Bridges Plaza (Ferry Building),50,2014-07-13,Embarcadero at Sansome,60,1556
2014-07-13,San Jose Civic Center,3,2014-07-13,San Pedro Square,6,1031
2014-07-13,San Jose Civic Center,3,2014-07-13,San Pedro Square,6,1048
2014-07-13,Harry Bridges Plaza (Ferry Building),50,2014-07-13,Embarcadero at Sansome,60,1770
2014-07-13,Powell Street BART,39,2014-07-13,Civic Center BART (7th at Market),72,270
2014-07-13,Spear at Folsom,49,2014-07-13,2nd at South Park,64,552
2014-07-13,Spear at Folsom,49,2014-07-13,2nd at South Park,64,536
2014-07-13,Yerba Buena Center of the Arts (3rd @ Howard),68,2014-07-13,Broadway St at Battery St,82,457
2014-07-13,Spear at Folsom,49,2014-07-13,Townsend at 7th,65,600
2014-07-13,Yerba Buena Center of the Arts (3rd @ Howard),68,2014-07-13,Civic Center BART (7th at Market),72,543
2014-07-13,San Salvador at 1st,8,2014-07-13,San Jose Civic Center,3,1484
2014-07-13,Embarcadero at Bryant,54,2014-07-13,Broadway St at Battery St,82,869
2014-07-13,5th at Howard,57,2014-07-13,Embarcadero at Sansome,60,969
2014-07-13,San Francisco City Hall,58,2014-07-13,Civic Center BART (7th at Market),72,296
2014-07-13,San Salvador at 1st,8,2014-07-13,San Jose Civic Center,3,1762
2014-07-13,Commercial at Montgomery,45,2014-07-13,San Francisco Caltrain 2 (330 Townsend),69,789
2014-07-13,Golden Gate at Polk,59,2014-07-13,San Francisco Caltrain (Townsend at 4th),70,753
2014-07-13,Paseo de San Antonio,7,2014-07-13,St James Park,13,257
2014-07-13,Paseo de San Antonio,7,2014-07-13,St James Park,13,259
2014-07-13,Mountain View Caltrain Station,28,2014-07-13,Mountain View Caltrain Station,28,1716
2014-07-13,2nd at South Park,64,2014-07-13,5th at Howard,57,384
2014-07-13,South Van Ness at Market,66,2014-07-13,Mechanics Plaza (Market at Battery),75,743
2014-07-13,San Francisco Caltrain (Townsend at 4th),70,2014-07-13,Embarcadero at Bryant,54,1949
2014-07-13,Townsend at 7th,65,2014-07-13,Powell Street BART,39,601
2014-07-13,San Francisco City Hall,58,2014-07-13,Market at 4th,76,566
2014-07-13,San Francisco Caltrain (Townsend at 4th),70,2014-07-13,Embarcadero at Sansome,60,1530
2014-07-13,San Francisco Caltrain (Townsend at 4th),70,2014-07-13,Embarcadero at Sansome,60,1497
2014-07-13,Embarcadero at Sansome,60,2014-07-13,Davis at Jackson,42,364
2014-07-13,Broadway St at Battery St,82,2014-07-13,San Francisco Caltrain (Townsend at 4th),70,1227
2014-07-13,Embarcadero at Sansome,60,2014-07-13,Davis at Jackson,42,814
2014-07-13,Embarcadero at Sansome,60,2014-07-13,Davis at Jackson,42,837
2014-07-13,Embarcadero at Sansome,60,2014-07-13,Powell at Post (Union Square),71,700
2014-07-13,Embarcadero at Sansome,60,2014-07-13,Powell at Post (Union Square),71,736
2014-07-13,South Van Ness at Market,66,2014-07-13,Civic Center BART (7th at Market),72,203
2014-07-13,Spear at Folsom,49,2014-07-13,Grant Avenue at Columbus Avenue,73,583
2014-07-13,SJSU - San Salvador at 9th,16,2014-07-13,San Jose Diridon Caltrain Station,2,775
2014-07-13,San Jose Diridon Caltrain Station,2,2014-07-13,San Pedro Square,6,519
2014-07-13,San Jose Diridon Caltrain Station,2,2014-07-13,San Pedro Square,6,527
2014-07-13,Embarcadero at Folsom,51,2014-07-13,Embarcadero at Bryant,54,199
2014-07-13,Market at Sansome,77,2014-07-13,San Francisco Caltrain (Townsend at 4th),70,1003
2014-07-13,Clay at Battery,41,2014-07-13,Market at 10th,67,1382
2014-07-13,Clay at Battery,41,2014-07-13,Market at 10th,67,1386
2014-07-13,Market at Sansome,77,2014-07-13,Clay at Battery,41,369
2014-07-13,Townsend at 7th,65,2014-07-13,Spear at Folsom,49,685
2014-07-13,Market at Sansome,77,2014-07-13,Market at 4th,76,288
2014-07-13,St James Park,13,2014-07-13,Paseo de San Antonio,7,363
2014-07-13,St James Park,13,2014-07-13,Paseo de San Antonio,7,375
2014-07-13,Harry Bridges Plaza (Ferry Building),50,2014-07-13,Embarcadero at Sansome,60,1739
2014-07-13,Powell at Post (Union Square),71,2014-07-13,Townsend at 7th,65,1005
2014-07-13,Embarcadero at Vallejo,48,2014-07-13,Powell Street BART,39,853
2014-07-13,Embarcadero at Vallejo,48,2014-07-13,Powell Street BART,39,844
2014-07-13,Davis at Jackson,42,2014-07-13,Grant Avenue at Columbus Avenue,73,597
2014-07-13,Davis at Jackson,42,2014-07-13,Grant Avenue at Columbus Avenue,73,639
2014-07-13,Harry Bridges Plaza (Ferry Building),50,2014-07-13,Embarcadero at Sansome,60,1435
2014-07-13,Harry Bridges Plaza (Ferry Building),50,2014-07-13,Embarcadero at Sansome,60,1592
2014-07-13,South Van Ness at Market,66,2014-07-13,Townsend at 7th,65,494
2014-07-13,Embarcadero at Vallejo,48,2014-07-13,Powell at Post (Union Square),71,1341
